event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI6976,"13 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","MSA: Movement for Azawad Salvation",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Whatsapp,"New media","Looting: On 13 July 2022, MSA-D militiamen robbed merchants in the outskirts of the town Menaka (Menaka, Menaka).",0,,1658774792
MLI6968,"13 July 2022",2022,1,"Political violence",Riots,"Mob violence","Rioters (Mali)","Songhai Ethnic Group (Mali)",5,"Rioters (Mali)","Songhai Ethnic Group (Mali)",5,55,,466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Whatsapp,"New media","On 13 July 2022, a number of people from two rival Songhai clans fought each other over the succession of the traditional Songhai chief in the city of Gao (Gao, Gao).",0,"crowd size=no report",1658774792
MLI6977,"13 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Burkina Faso)",7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Niono,"Sirifila Boundy","Niobougou B1",14.368,-5.9654,2,Whatsapp,"New media","On 13 July 2022, presumed JNIM militants fired gunshots at farmers near the village of Niobougou B1 (Niono, Segou). The farmers fled and abandoned their equipment. The militants seized a motorcycle and livestock, and damaged a machine.",0,,1658774792
MLI6978,"13 July 2022",2022,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Sikasso,Koutiala,"Diouradougou Kafo",Loikina,11.9226,-5.3662,2,FAMAMali,National,"Defusal: Around 13 July 2022 (between 13 - 14 July), FAMa destroyed two IEDs and arrested two presumed JNIM militants near Loikina (Koutiala, Sikasso).",0,,1660588028
MLI6948,"12 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)",,6,,,0,60,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"Mali Jet; Twitter; Studio Tamani","New media-National","On 12 July 2022, a number of people participated in a demonstration organized by civil society organizations in the town of Menaka (Menaka, Menaka). The demonstrators denounced the insecurity and displacement of the population in the region, as well as the poor management by the authorities, and as a result demanded the departure of several senior officials.",0,"crowd size=no report",1658170245
MLI6973,"12 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)","Labor Group (Mali)",7,27,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,"Tin Fadimata",16.1029,2.2196,1,Whatsapp,"New media","Looting: On 12 July 2022, suspected IS Sahel militants looted the market in the village of Tin Fadimata (Menaka, Menaka).",0,,1658774792
MLI6972,"12 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Refugees/IDPs (Mali)",7,37,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,Whatsapp,"New media","Looting: On 12 July 2022, an unidentified armed group seized livestock belonging to IDPs in the town of Menaka (Menaka, Menaka).",0,,1658774792
MLI6974,"12 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Petaka,Petaka,15.02,-2.849,1,Whatsapp,"New media","On 12 July 2022, presumed JNIM militants attacked the village of Petaka (Douentza, Mopti). There were no casualties.",0,,1658774792
MLI6964,"10 July 2022",2022,1,"Strategic developments","Strategic developments",Arrests,"Police Forces of Mali (2021-)",,1,"Civilians (Ivory Coast)","Military Forces of the Ivory Coast (2011-)",7,17,,466,"Western Africa",Mali,Bamako,Bamako,"Commune III",Bamako,12.65,-8,1,"RFI; Jeune Afrique",International,"On 10 July 2022, Malian security forces arrested 49 Ivorian soldiers at the Bamako Airport in the capital Bamako (Bamako, Bamako). The Ivorian soldiers belong to the National Support Element (NSE), although Malian authorities said that the soldiers lacked proper documentation.",0,,1658170245
MLI6961,"10 July 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,"Civilians (Mali)","Pastoralists (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,"Tin Abaw",15.7442,2.5081,1,"Undisclosed Source","Local partner-Other","On 10 July 2022, IS Sahel militants abducted a pastoralist man and ordered residents to leave the village of Tin Abaw (Menaka, Menaka).",0,,1658170246
MLI6971,"09 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Dan Na Ambassagou",,4,"Civilians (Mali)",,7,47,,466,"Western Africa",Mali,Mopti,Douentza,Douentza,Dirimbe,15.0238,-2.8959,2,Whatsapp,"New media","Looting: On 9 July 2022, Dan Na Ambassagou militiamen tied up three people and seized their livestock near the village of Dirimbe (Douentza, Mopti).",0,,1658774792
MLI6962,"09 July 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Women (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Mopti,Socoura,14.538,-4.0903,1,Twitter,"New media","On 9 July 2022, an unidentified armed group of two people aboard a motorcycle abducted a 9-year-old girl in the town of Socoura (Mopti, Mopti). An unknown individual rescued the child from the abductors under unclear circumstances.",0,"women targeted: girls",1659390646
MLI6944,"08 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Algeria)","Labor Group (Algeria)",7,37,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Whatsapp; Undisclosed Source; Twala; Africa 1","Local partner-Other","On 8 July 2022, an unidentified armed group attacked seven Algerian truck drivers in the Aljanabandja quarter in the city of Gao (Gao, Gao). Three drivers were wounded including one severely.",0,,1657560244
MLI6941,"07 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,"Civilians (Mali)",,7,78,"Civilian targeting",466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"Twitter; Imangahdien","New media-Subnational","On 7 July 2022, MINUSMA peacekeepers shot and wounded two passengers aboard a transport vehicle on the outskirts of Kidal (Kidal, Kidal).",0,,1657560244
MLI6943,"07 July 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Ouo-Sarre,14.0914,-3.7893,2,"Twitter; Undisclosed Source; Koro Kibaru; Whatsapp; Facebook","Local partner-Other","On 7 July 2022, presumed JNIM militants carried out a complex ambush involving IED detonation against Malian army convoy between Ouo-Sarre and Songobia (Bandiagara, Mopti). At least two soldiers were killed and four severely wounded. An IED was also discovered and destroyed at the same location.",2,,1657560244
MLI6947,"07 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Health Workers (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,2,"Twitter; Undisclosed Source","Local partner-Other","On 7 July 2022, an unidentified armed group aboard motorcycles fired gunshots at the vehicle of the Technical Director of the Dofana village health center (CSCOM) between Tonka (Goundam, Tombouctou) and Niafounke (Niafunke, Tombouctou). The health worker escaped unharmed, and the assailants withdrew from the scene.",0,,1657560244
MLI6942,"07 July 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Mali)",,5,,,0,50,,466,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,Twitter,"New media","On 7 July 2022, a number of youths demonstrated and burned a tire in the town of Lere (Niafunke, Tombouctou). The demonstration came in reaction to the theft of solar panels from a pumping system.",0,"crowd size=no report",1657560245
MLI6945,"07 July 2022",2022,2,"Strategic developments","Strategic developments","Headquarters or base established","Wagner Group",,8,,,0,80,,466,"Western Africa",Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,1,"Undisclosed Source","Local partner-Other","Around 7 July 2022 (as reported), Wagner forces established a base in Hombori (Douentza, Mopti).",0,,1657560245
MLI6946,"07 July 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Health Workers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,"Bara Sara",Parou,14.1891,-3.7488,2,"Koro Kibaru; Facebook; Twitter","New media","On 7 July 2022, presumed JNIM militants seized an ambulance along with the occupants between Parou and Songobia (Bandiagara, Mopti). The ambulance and occupants were subsequently released.",0,,1658170245
MLI6938,"06 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,27,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Tinfissawatane,16.3359,2.1967,1,"Undisclosed Source; Twitter; Whatsapp","Local partner-Other","Property destruction: On 6 July 2022, IS Sahel militants burned houses in the Tuareg village of Tinfissawatane (Menaka, Menaka).",0,,1657560244
MLI6939,"06 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,,466,"Western Africa",Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,"Undisclosed Source; Twitter","Local partner-Other","Looting: On 6 July 2022, an unidentified armed group stole solar panels from a pumping system in the town of Lere (Niafunke, Tombouctou).",0,,1657560244
MLI6936,"06 July 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Civilian targeting",466,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Taghlit,19.7204,0.9315,2,Twitter,"New media","On 6 July 2022, a girl was wounded while handling an explosive device (or UXO) left behind by an unidentified armed group in the area of Taghlit (Tessalit, Kidal).",0,,1657560245
MLI6937,"06 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","Tuareg Ethnic Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,"Tin Fadimata",16.1029,2.2196,2,"Undisclosed Source","Local partner-Other","On 6 July 2022, IS Sahel militants ambushed a vehicle carrying three members of the Tuareg Chamanamass community between Tin Fadimata (Menaka, Menaka) and Inkadewane (Tidermene, Menaka). The occupants of the vehicle escaped the attack and arrived safe and sound in the town of Menaka. The vehicle was burned.",0,,1657560245
MLI6940,"06 July 2022",2022,1,"Political violence",Battles,"Armed clash","Islamic State (Sahel)",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Imenas,16.3061,0.7175,2,"UN MINUSMA; Undisclosed Source","Local partner-Other","On 6 July 2022, IS Sahel militants aboard motorcycles fired gunshots at the Swedish MINUSMA contingent near Imenas (Gao, Gao). The peacekeepers returned fire and the militants instantly withdrew. There were no casualties.",0,,1658170245
MLI6970,"06 July 2022",2022,2,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Mali (2021-)",,1,"JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Mopti,Mopti,Mopti,Sevare,14.5297,-4.0922,2,FAMAMali,National,"Defusal: Around 6 July 2022 (between 30 June - 12 July), FAMa claimed to have 'neutralized' 14 IEDs likely planted by JNIM militants on the road between Sevare (Mopti, Mopti) and Gao (Gao, Gao).",0,,1658774791
MLI6969,"06 July 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Mopti,Douentza,Petaka,Gono,15.062,-2.7898,2,Whatsapp,"New media","On 6 July 2022, a Malian army convoy escorting transport trucks hit two IEDs likely planted by JNIM militants between Gono and Dallah (Douentza, Mopti). There were no casualties.",0,,1658774792
MLI6932,"05 July 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Gao,Gao,Tilemsi,"Tin Aouker",16.7984,0.1658,2,"aBamako; UN MINUSMA; Undisclosed Source; Reuters; Twitter","Local partner-Other","On 5 July 2022, a MINUSMA vehicle hit an IED likely planted by JNIM militants in the area of Tin Aouker (Gao, Gao). Two Egyptian peacekeepers were killed and five others severely wounded.",2,,1657560244
MLI6935,"05 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,Bodio,14.2482,-3.6883,1,"Le Pays Dogon",Subnational,"On 5 July 2022, presumed JNIM militants attacked the village of Bodio (Bandiagara, Mopti). Outcome not reported and casualties unknown.",0,,1657560244
MLI6931,"05 July 2022",2022,3,Demonstrations,Riots,"Violent demonstration","Rioters (Mali)","Labor Group (Mali)",5,,,0,50,,466,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Studio Tamani",National,"Around 5 July 2022 (month of), a number of former employees of the French Operation Barkhane mission barricaded the road between Gao Airport and the city of Gao (Gao, Gao). The demonstrators expressed their discontent with the severance pay received.",0,"crowd size=no report",1657560245
MLI6933,"05 July 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Mali)","Women (Mali)",6,,,0,60,,466,"Western Africa",Mali,Mopti,Bandiagara,Bandiagara,Bandiagara,14.3493,-3.6102,1,"Studio Tamani",Subnational,"On 5 July 2022, a number of women demonstrated in front of the governorate in the town of Bandiagara (Bandiagara, Mopti). The demonstrators demanded that authorities secure the commune of Doucoumbo.",0,"crowd size=no report",1657560245
MLI6934,"05 July 2022",2022,1,"Strategic developments","Strategic developments","Headquarters or base established","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,,,0,80,,466,"Western Africa",Mali,Gao,Gao,Anchawadi,Djebok,16.3464,0.3067,1,"Undisclosed Source","Local partner-Other","On 5 July 2022, MINUSMA peacekeepers set up a temporary base in Djebok (Gao, Gao).",0,,1657560245
MLI6927,"03 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Menaka,Inekar,Inekar,"Tabankort Est",15.9359,3.2024,1,"Whatsapp; Undisclosed Source","Local partner-Other","On 3 July 2022, IS Sahel militants killed three people in Tabankort Est (Inekar, Menaka). The militants also gave nomads at the camps in the area three days to evacuate.",3,,1657560244
MLI6928,"03 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)","Labor Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gabero,Haoussa-Foulane,15.995,0.1318,2,"Whatsapp; Studio Tamani","New media-National","On 3 July 2022, presumed IS Sahel militants shot and killed a merchant aboard a vehicle near the village of Haoussa-Foulane (Gao, Gao).",1,,1657560244
MLI6929,"03 July 2022",2022,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Mali (2021-)","Wagner Group",1,"JNIM: Group for Support of Islam and Muslims",,2,12,,466,"Western Africa",Mali,Mopti,Mopti,Mopti,Sevare,14.5297,-4.0922,2,"Undisclosed Source","Local partner-Other","Defusal: On 3 July 2022, FAMa and Wagner forces discovered and destroyed an IED likely planted by JNIM militants on the road between Sevare and Konna (Mopti, Mopti).",0,,1657560245
MLI6926,"03 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Menaka,Menaka,Menaka,Intarok,15.7711,2.4822,1,"Undisclosed Source","Local partner-Other","Looting: On 3 July 2022, IS Sahel militants seized several herds of livestock in Intarok (Menaka, Menaka).",0,,1657560245
MLI6930,"03 July 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Mopti,Sevare,14.5297,-4.0922,2,"Undisclosed Source","Local partner-Other","On 3 July 2022, JNIM militants seized a rented vehicle along with the occupants on the road between Sevare and Konna (Mopti, Mopti).",0,,1657560245
MLI6923,"02 July 2022",2022,2,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Twitter,"New media","Around 2 July 2022 (between 2 - 3 July), JNIM claimed to have detonated an IED against a Malian army vehicle between Boni and Douentza (Douentza, Mopti). An unspecified number inside the vehicle were killed, according to the statement.",0,,1657560245
MLI6924,"02 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Bandiagara,Dourou,Kokorou,14.28,-3.43,1,"Whatsapp; Le Pays Dogon","New media-Subnational","On 2 July 2022, presumed JNIM militants attacked the Dogon village of Kokorou (Bandiagara, Mopti). One person was killed, houses and storages burned, and livestock and motorcycles seized.",1,,1658774791
MLI6925,"02 July 2022",2022,1,"Strategic developments","Strategic developments","Looting/property destruction","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Dogon Ethnic Group (Mali)",7,27,,466,"Western Africa",Mali,Mopti,Bandiagara,Dourou,Tama,14.28,-3.44,1,"Le Pays Dogon; Whatsapp","New media-Subnational","Property destruction: On 2 July 2022, presumed JNIM militants attacked the Dogon village of Tama (Bandiagara, Mopti). Houses and storages were burned, and livestock and motorcycles seized. There were no casualties.",0,,1658774791
MLI6897,"01 July 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Mopti,Douentza,Petaka,Petaka,15.02,-2.849,2,"Undisclosed Source; Twitter; Whatsapp","Local partner-Other","On 1 July 2022, a Malian army vehicle escorting a civilian convoy hit an IED likely planted by JNIM militants between Petaka and Nokara (Douentza, Mopti). There were no casualties. The vehicle was damaged.",0,,1657036697
MLI6900,"01 July 2022",2022,1,"Political violence","Violence against civilians",Attack,"Islamic State (Sahel)",,2,"Civilians (Mali)",,7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Talataye,Afousnelou,16.3217,1.7805,1,"Undisclosed Source; Twitter","Local partner-Other","On 1 July 2022, IS Sahel militants killed at least three people and seized livestock in the village of Afousnelou (Ansongo, Gao). JNIM militants pursued the assailants, forcing them to abandon some of the livestock seized.",3,,1657036697
MLI6913,"01 July 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Tombouctou,Tombouctou,Alafia,Acharane,16.6314,-3.3256,1,"Twitter; Undisclosed Source; Facebook","Local partner-Other","On 1 July 2022, presumed JNIM militants attacked a Malian army position by firing four mortar shells and small arms in the village of Acharane (Tombouctou, Tombouctou). The soldiers repelled the attack. There were no casualties.",0,,1657036697
MLI6915,"01 July 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Segou,Macina,Monimpebougou,Somona,14.0235,-5.6354,2,"Undisclosed Source","Local partner-Other","On 1 July 2022, JNIM militants and Donso militiamen clashed between Somona and Boky Were (Macina, Segou). Three militiamen were killed and one wounded.",3,,1657036698
MLI6895,"30 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-); Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,1,"aBamako; UN MINUSMA; AFP",Other-National,"On 30 June 2022, a unidentified armed group aboard motorcycles killed a Malian MINUSMA employee in the town of Menaka (Menaka, Menaka).",1,,1657036697
MLI6910,"30 June 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","JNIM: Group for Support of Islam and Muslims",,2,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",,8,28,,466,"Western Africa",Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,"Mali Actu; Twitter; Whatsapp; Facebook; Undisclosed Source","Local partner-Other","On 30 June 2022, an armored vehicle of the Guinean MINUSMA contingent hit an IED likely planted by JNIM militants in the town of Kidal (Kidal, Kidal). There were no casualties. The vehicle was damaged.",0,,1657036697
MLI6918,"30 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)",,7,27,,466,"Western Africa",Mali,Mopti,Koro,Koro,Kiri,13.9692,-3.0291,1,"Studio Tamani; Le Pays Dogon",Subnational,"Displacement: On 30 June 2022, JNIM militants ordered residents to leave the village of Kiri (Koro, Mopti). Hundreds of people fled.",0,,1657036697
MLI6901,"30 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Segou,Macina,Kolongo,Tongolo-Coura,13.8323,-5.7521,1,"Studio Tamani",National,"On 30 June 2022, suspected JNIM militants killed three farmers in Tongolo-Coura (Macina, Segou).",3,,1657036698
MLI6919,"30 June 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Muslim Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Mopti,Mopti,Sevare,14.5297,-4.0922,2,"Undisclosed Source","Local partner-Other","On 30 June 2022, JNIM militants abducted a marabout on the road between Sevare and Konna (Mopti, Mopti).",0,,1657036698
MLI6896,"30 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Wagner Group",,8,"Civilians (Mali)","Women (Mali)",7,78,"Civilian targeting",466,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,"Undisclosed Source","Local partner-Other","On 30 June 2022, Wagner mercenaries shot and wounded a girl in Boni (Douentza, Mopti).",0,"women targeted: girls",1657036698
MLI6922,"30 June 2022",2022,2,"Strategic developments","Strategic developments","Looting/property destruction","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,,466,"Western Africa",Mali,Kayes,Bafoulabe,Tomora,Demeke,14.3375,-10.3861,1,"Studio Tamani",National,"Looting: Around 30 June 2022 (week of), an unidentified armed group looted two warehouses in the village of Demeke (Bafoulabe, Kayes).",0,,1657560245
MLI6909,"29 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dan Na Ambassagou","MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-)",4,24,,466,"Western Africa",Mali,Mopti,Bandiagara,Doucoumbo,Songho,14.3711,-3.709,1,"Undisclosed Source; Le Pays Dogon; Twitter","Local partner-Other","On 29 June 2022, presumed JNIM militants attacked a Dan Na Ambassagou checkpoint in Songho (Bandiagara, Mopti). The militiamen repelled the attack with support from MINUSMA peacekeepers. A civilian was wounded in the attack and eight people aboard two vehicles abducted by the assailants.",0,,1657036697
MLI6914,"29 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Military Forces of Mali (2021-)",,1,12,,466,"Western Africa",Mali,Gao,Gao,Gao,Wabaria,16.1908,-0.0322,1,"Undisclosed Source; Whatsapp; Twitter","Local partner-Other","On 29 June 2022, JNIM militants attacked a Malian army checkpoint in Wabaria (Gao, Gao). Five soldiers were killed, an armored vehicle burned, and ammunition seized by the militants.",5,,1657036697
MLI6908,"29 June 2022",2022,1,"Strategic developments","Strategic developments",Other,"Dan Na Ambassagou",,4,"Military Forces of Mali (2021-)",,1,14,,466,"Western Africa",Mali,Mopti,Mopti,Socoura,Doundou,14.5405,-4.0459,1,"Undisclosed Source","Local partner-Other","Non-violent activity: On 29 June 2022, Dan Na Ambassagou militiamen blocked the road in the village of Doundou (Mopti, Mopti). Soldiers intervened and arrested two militiamen and seized their weapons before subsequently releasing them.",0,,1657036698
MLI6899,"29 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"JNIM: Group for Support of Islam and Muslims",,2,"Civilians (Mali)","Farmers (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Mopti,Djenne,Femaye,Djiguene,13.972,-4.309,1,"Undisclosed Source","Local partner-Other","On 29 June 2022, JNIM militants killed two farmers in the village of Djiguene (Djenne, Mopti).",2,,1657036698
MLI6916,"29 June 2022",2022,1,"Political violence",Battles,"Armed clash","JNIM: Group for Support of Islam and Muslims",,2,"Dozo Communal Militia (Mali)",,4,24,,466,"Western Africa",Mali,Mopti,Djenne,Femaye,Koumaga,13.9852,-4.3992,1,"Undisclosed Source","Local partner-Other","On 29 June 2022, JNIM militants killed a Donso militia chief in the village of Koumaga (Djenne, Mopti).",1,,1657036698
MLI6894,"28 June 2022",2022,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labor Group (Mali)",7,37,"Civilian targeting",466,"Western Africa",Mali,Kayes,Diema,Dieoura,Dalibera,14.5118,-9.7239,2,"Mali Actu; Kayes Kunafoni",Subnational-National,"On 28 June 2022, an unidentified armed group fired gunshots against a bus and a vehicle belonging to a transport company near the village of Dalibera (Diema, Kayes). The gunmen stripped passengers of their belongings and seized a vehicle. There were no casualties.",0,,1657036697
MLI6911,"28 June 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,"Civilians (Mali)","Arab Ethnic Group (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Ansongo,Bara,"Tin Tagart",15.9482,0.6991,1,"Studio Tamani; Undisclosed Source; Twitter","Local partner-Other","On 28 June 2022, IS Sahel militants abducted three people and seized vehicles, tricycles, and motorcycles in the Arab village of Tin Tagart (Ansongo, Gao).",0,,1657036697
MLI6907,"28 June 2022",2022,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Islamic State (Sahel)",,2,"Civilians (Mali)","Pastoralists (Mali)",7,27,"Civilian targeting",466,"Western Africa",Mali,Gao,Gao,Gabero,Gargouna,15.9301,0.2151,1,"Undisclosed Source","Local partner-Other","On 28 June 2022, IS Sahel militants abducted several pastoralist men and seized livestock in the village of Gargouna (Gao, Gao).",0,,1657036698
